epoch,speed,hdop
1631521692.536,19.27,0.5
1631521692.638,19.32,0.5
1631521692.74,19.43,0.5
1631521692.842,19.46,0.5
1631521692.944,19.31,0.5
1631521693.046,19.34,0.5
1631521693.148,19.41,0.5
1631521693.25,19.4,0.5
1631521693.352,19.37,0.5
1631521693.454,19.4,0.5
1631521693.556,19.4,0.5
1631521693.658,19.45,0.5
1631521693.76,19.37,0.5
1631521693.862,19.33,0.5
1631521693.964,19.35,0.5
1631521694.066,19.41,0.5
1631521694.167,19.4,0.5
1631521694.268,19.43,0.5
1631521694.37,19.4,0.5
1631521694.472,19.43,0.5
1631521694.574,19.4,0.5
1631521694.675,19.45,0.5
1631521694.776,19.39,0.5
1631521694.878,19.44,0.5
1631521694.979,19.44,0.5
1631521695.081,19.31,0.5
1631521695.183,19.38,0.5
1631521695.285,19.41,0.5
1631521695.387,19.38,0.5
1631521695.489,19.37,0.5
1631521695.591,19.35,0.5
1631521695.693,19.36,0.5
1631521695.795,19.35,0.5
1631521695.897,19.34,0.5
1631521695.999,19.39,0.5
1631521696.1,19.34,0.5
1631521696.202,19.3,0.5
1631521696.304,19.25,0.5
1631521696.406,19.25,0.5
1631521696.508,19.26,0.5
1631521696.61,19.29,0.5
1631521696.712,19.31,0.5
1631521696.814,19.21,0.5
1631521696.916,19.19,0.5
1631521697.018,19.3,0.5
1631521697.12,19.37,0.5
1631521697.222,19.31,0.5
1631521697.324,19.32,0.5
1631521697.426,19.15,0.5
1631521697.528,19.13,0.5
1631521697.63,19.1,0.5
1631521697.732,19.22,0.5
1631521697.834,19.22,0.5
1631521697.936,19.2,0.5
1631521698.038,19.2,0.5
1631521698.14,19.14,0.5
1631521698.242,19.13,0.5
1631521698.344,19.09,0.5
1631521698.446,19.06,0.5
1631521698.548,18.99,0.5
1631521698.65,19.05,0.5
1631521698.752,18.98,0.5
1631521698.854,19.06,0.5
1631521698.956,19.03,0.5
1631521699.058,18.94,0.5
1631521699.16,19.08,0.5
1631521699.262,18.97,0.5
1631521699.364,18.94,0.5
1631521699.466,18.97,0.5
1631521699.568,18.89,0.5
1631521699.67,18.85,0.5
1631521699.772,18.8,0.5
1631521699.874,18.84,0.5
1631521699.976,18.89,0.5
1631521700.078,18.96,0.5
1631521700.18,18.86,0.5
1631521700.282,18.72,0.5
1631521700.384,18.58,0.5
1631521700.486,18.61,0.5
1631521700.588,18.68,0.5
1631521700.689,18.72,0.5
1631521700.791,18.76,0.5
1631521700.892,18.66,0.5
1631521700.995,18.52,0.5
1631521701.096,18.45,0.5
1631521701.198,18.45,0.5
1631521701.3,18.44,0.5
1631521701.402,18.43,0.5
1631521701.504,18.45,0.5
1631521701.606,18.37,0.5
1631521701.708,18.35,0.5
1631521701.81,18.3,0.5
1631521701.912,18.23,0.5
1631521702.014,18.24,0.5
1631521702.116,18.16,0.5
1631521702.218,18.14,0.5
1631521702.32,18.13,0.5
1631521702.422,18.09,0.5
1631521702.524,18.07,0.5
1631521702.626,18.01,0.5
1631521702.728,17.97,0.5
1631521702.83,18.03,0.5
1631521702.932,17.96,0.5
1631521703.034,17.9,0.5
1631521703.136,17.94,0.5
1631521703.238,17.82,0.5
1631521703.34,17.83,0.5
1631521703.442,17.97,0.5
1631521703.544,17.9,0.5
1631521703.646,17.77,0.5
1631521703.748,17.76,0.5
1631521703.85,17.71,0.5
1631521703.952,17.69,0.5
1631521704.054,17.78,0.5
1631521704.156,17.76,0.5
1631521704.258,17.63,0.5
1631521704.36,17.75,0.5
1631521704.462,17.67,0.5
1631521704.564,17.7,0.5
1631521704.666,17.76,0.5
1631521704.768,17.7,0.5
1631521704.87,17.66,0.5
1631521704.972,17.69,0.5
1631521705.074,17.76,0.5
1631521705.176,17.62,0.5
1631521705.277,17.42,0.5
1631521705.378,17.54,0.5
1631521705.48,17.51,0.5
1631521705.583,17.35,0.5
1631521705.684,17.51,0.5
1631521705.786,17.98,0.5
1631521705.888,17.87,0.5
1631521705.989,17.84,0.5
1631521706.088,17.75,0.5
1631521706.19,17.52,0.5
1631521706.293,17.6,0.5
1631521706.395,17.51,0.5
1631521706.497,17.7,0.5
1631521706.599,17.66,0.5
1631521706.701,17.68,0.5
1631521706.803,17.68,0.5
1631521706.905,17.65,0.5
1631521707.007,17.51,0.5
1631521707.109,17.57,0.5
1631521707.211,17.63,0.5
1631521707.313,17.61,0.5
1631521707.415,17.58,0.5
1631521707.517,17.73,0.5
1631521707.619,17.49,0.5
1631521707.721,17.53,0.5
1631521707.823,17.52,0.5
1631521707.925,17.43,0.5
1631521708.027,17.62,0.5
1631521708.129,17.68,0.5
1631521708.231,17.59,0.5
1631521708.333,17.72,0.5
1631521708.435,17.55,0.5
1631521708.537,17.49,0.5
1631521708.639,17.61,0.5
1631521708.741,17.6,0.5
1631521708.843,17.71,0.5
1631521708.945,17.74,0.5
1631521709.047,17.9,0.5
1631521709.149,17.8,0.5
1631521709.251,17.66,0.5
1631521709.353,17.73,0.5
1631521709.455,17.81,0.5
1631521709.557,17.76,0.5
1631521709.659,17.76,0.5
1631521709.761,17.64,0.5
1631521709.863,17.61,0.5
1631521709.965,17.6,0.5
1631521710.067,17.48,0.5
1631521710.169,17.43,0.5
1631521710.271,17.35,0.5
1631521710.372,17.32,0.5
1631521710.473,17.22,0.5
1631521710.575,16.94,0.5
1631521710.677,17.08,0.5
1631521710.779,16.94,0.5
1631521710.881,16.94,0.5
1631521710.982,16.81,0.5
1631521711.081,16.7,0.5
1631521711.182,16.28,0.5
1631521711.284,16.13,0.5
1631521711.386,15.94,0.5
1631521711.488,15.7,0.5
1631521711.59,15.53,0.5
1631521711.692,15.48,0.5
1631521711.794,15.47,0.6
1631521711.896,15.44,0.6
1631521711.998,15.19,0.6
1631521712.1,15.12,0.6
1631521712.202,15.04,0.6
1631521712.304,14.85,0.6
1631521712.406,14.71,0.6
1631521712.508,14.64,0.6
1631521712.61,14.55,0.6
1631521712.712,14.43,0.6
1631521712.814,14.36,0.6
1631521712.916,14.22,0.6
1631521713.018,14.03,0.6
1631521713.12,13.91,0.6
1631521713.222,13.91,0.6
1631521713.324,13.77,0.6
1631521713.426,13.75,0.6
1631521713.528,13.57,0.6
1631521713.63,13.49,0.6
1631521713.732,13.37,0.6
1631521713.834,13.2,0.6
1631521713.936,12.88,0.6
1631521714.038,12.55,0.6
1631521714.14,12.22,0.6
1631521714.242,12.04,0.6
1631521714.344,11.91,0.6
1631521714.446,11.71,0.6
1631521714.548,11.54,0.6
1631521714.65,11.36,0.6
1631521714.752,11.2,0.6
1631521714.854,11.0,0.6
1631521714.956,10.87,0.6
1631521715.058,10.81,0.6
1631521715.16,10.99,0.6
1631521715.262,11.02,0.6
1631521715.364,11.08,0.6
1631521715.466,11.07,0.6
1631521715.568,10.85,0.6
1631521715.67,10.71,0.6
1631521715.771,10.54,0.6
1631521715.872,10.41,0.6
1631521715.974,10.5,0.6
1631521716.074,10.36,0.6
1631521716.175,10.33,0.6
1631521716.277,10.43,0.6
1631521716.379,10.39,0.6
1631521716.481,10.41,0.6
1631521716.583,10.25,0.6
1631521716.685,10.16,0.6
1631521716.787,10.04,0.6
1631521716.889,10.14,0.6
1631521716.991,10.12,0.6
1631521717.093,9.98,0.6
1631521717.195,9.94,0.6
1631521717.297,9.93,0.6
1631521717.399,9.93,0.6
1631521717.501,10.0,0.6
1631521717.603,10.0,0.6
1631521717.705,9.81,0.6
1631521717.807,9.78,0.6
1631521717.909,9.63,0.6
1631521718.011,9.71,0.6
1631521718.113,9.46,0.6
1631521718.215,9.8,0.6
1631521718.317,9.61,0.6
1631521718.419,9.71,0.6
1631521718.521,9.85,0.6
1631521718.623,9.99,0.6
1631521718.725,9.91,0.6
1631521718.827,9.85,0.6
1631521718.929,9.66,0.6
1631521719.031,10.04,0.6
1631521719.133,9.95,0.6
1631521719.235,9.74,0.6
1631521719.337,9.93,0.6
1631521719.439,9.89,0.6
1631521719.541,9.86,0.6
1631521719.643,9.97,0.6
1631521719.745,9.76,0.6
1631521719.847,9.82,0.6
1631521719.949,9.95,0.6
1631521720.051,9.85,0.6
1631521720.153,9.87,0.6
1631521720.255,9.83,0.6
1631521720.357,9.7,0.6
1631521720.459,9.78,0.6
1631521720.561,9.69,0.6
1631521720.663,9.84,0.6
1631521720.765,9.75,0.6
1631521720.867,9.68,0.6
1631521720.969,9.74,0.6
1631521721.07,9.79,0.6
1631521721.171,9.71,0.6
1631521721.272,9.82,0.6
1631521721.373,9.76,0.6
1631521721.474,9.8,0.6
1631521721.577,9.73,0.6
1631521721.679,9.8,0.6
1631521721.781,9.78,0.6
1631521721.883,9.79,0.6
1631521721.985,9.86,0.6
1631521722.087,9.89,0.6
1631521722.189,9.9,0.6
1631521722.291,9.93,0.5
1631521722.393,9.92,0.5
1631521722.495,9.96,0.5
1631521722.597,9.95,0.5
1631521722.699,10.03,0.5
1631521722.801,10.07,0.5
1631521722.903,9.92,0.5
1631521723.005,10.07,0.5
1631521723.107,9.99,0.5
1631521723.209,10.17,0.5
1631521723.311,10.18,0.5
1631521723.413,10.05,0.5
1631521723.515,10.13,0.5
1631521723.617,10.15,0.5
1631521723.719,10.08,0.5
1631521723.821,10.0,0.5
1631521723.923,10.1,0.5
1631521724.025,9.94,0.5
1631521724.127,9.89,0.5
1631521724.229,9.81,0.5
1631521724.331,9.77,0.5
1631521724.433,9.62,0.5
1631521724.535,9.54,0.5
1631521724.637,9.51,0.5
1631521724.739,9.46,0.5
1631521724.841,9.58,0.5
1631521724.943,9.75,0.5
1631521725.045,9.76,0.6
1631521725.147,10.09,0.6
1631521725.249,10.18,0.5
1631521725.351,9.82,0.5
1631521725.453,9.69,0.5
1631521725.555,9.44,0.5
1631521725.657,9.32,0.5
1631521725.758,9.18,0.5
1631521725.859,8.96,0.5
1631521725.961,8.78,0.5
1631521726.063,8.61,0.5
1631521726.164,8.53,0.5
1631521726.266,8.36,0.5
1631521726.367,8.25,0.5
1631521726.468,8.04,0.5
1631521726.569,8.07,0.5
1631521726.671,7.87,0.5
1631521726.773,7.67,0.5
1631521726.875,7.55,0.5
1631521726.977,7.47,0.5
1631521727.079,7.49,0.5
1631521727.181,7.41,0.5
1631521727.283,7.32,0.5
1631521727.385,7.09,0.5
1631521727.487,6.94,0.5
1631521727.589,6.82,0.5
1631521727.691,6.77,0.5
1631521727.793,6.65,0.5
1631521727.895,6.49,0.5
1631521727.997,6.44,0.5
1631521728.099,6.34,0.5
1631521728.201,6.17,0.5
1631521728.303,6.11,0.5
1631521728.405,5.89,0.5
1631521728.507,5.72,0.5
1631521728.609,5.58,0.5
1631521728.711,5.41,0.5
1631521728.813,5.25,0.5
1631521728.915,5.09,0.5
1631521729.017,4.96,0.5
1631521729.119,4.85,0.5
1631521729.221,4.63,0.5
1631521729.323,4.35,0.5
1631521729.425,4.19,0.5
1631521729.527,4.04,0.5
1631521729.629,3.87,0.5
1631521729.731,3.78,0.5
1631521729.833,3.69,0.5
1631521729.935,3.61,0.5
1631521730.037,3.49,0.5
1631521730.139,3.47,0.5
1631521730.241,3.36,0.5
1631521730.343,3.26,0.5
1631521730.445,3.23,0.5
1631521730.547,3.11,0.5
1631521730.649,3.03,0.5
1631521730.751,2.91,0.5
1631521730.852,2.86,0.5
1631521730.953,2.68,0.5
1631521731.054,2.54,0.5
1631521731.156,2.49,0.5
1631521731.258,2.35,0.5
1631521731.36,2.24,0.5
1631521731.462,2.1,0.5
1631521731.565,1.98,0.5
1631521731.666,1.79,0.5
1631521731.768,1.57,0.5
1631521731.871,1.42,0.5
1631521731.973,1.35,0.5
1631521732.075,1.19,0.5
1631521732.177,1.05,0.5
1631521732.279,1.01,0.5
1631521732.381,0.84,0.5
1631521732.483,0.79,0.5
1631521732.585,0.59,0.5
1631521732.687,0.48,0.5
1631521732.789,0.35,0.5
1631521732.891,0.3,0.5
1631521732.993,0.25,0.5
1631521733.095,0.2,0.5
1631521733.197,0.17,0.5
1631521733.299,0.18,0.5
1631521733.401,0.14,0.5
1631521733.503,0.12,0.5
1631521733.605,0.07,0.5
1631521733.707,0.05,0.5
1631521733.809,0.02,0.5
1631521733.911,0.06,0.5
1631521734.013,0.0,0.5
1631521734.115,0.03,0.5
1631521734.217,0.01,0.5
1631521734.319,0.04,0.5
1631521734.421,0.04,0.5
1631521734.523,0.02,0.5
1631521734.625,0.03,0.5
1631521734.727,0.01,0.5
1631521734.829,0.0,0.5
1631521734.931,0.01,0.5
1631521735.033,0.02,0.5
1631521735.135,0.05,0.5
1631521735.237,0.02,0.5
1631521735.339,0.02,0.5
1631521735.441,0.01,0.5
1631521735.543,0.04,0.5
1631521735.645,0.01,0.5
1631521735.747,0.04,0.5
1631521735.849,0.02,0.5
1631521735.951,0.05,0.5
1631521736.051,0.05,0.5
1631521736.152,0.04,0.5
1631521736.254,0.02,0.5
1631521736.356,0.06,0.5
1631521736.458,0.04,0.5
1631521736.559,0.03,0.5
1631521736.66,0.03,0.5
1631521736.761,0.03,0.5
1631521736.862,0.03,0.5
1631521736.963,0.02,0.5
1631521737.065,0.04,0.5
1631521737.167,0.05,0.5
1631521737.269,0.0,0.5
1631521737.371,0.06,0.5
1631521737.473,0.01,0.5
1631521737.575,0.02,0.5
1631521737.677,0.02,0.5
1631521737.779,0.01,0.5
1631521737.881,0.02,0.5
1631521737.983,0.02,0.5
1631521738.085,0.01,0.5
1631521738.187,0.02,0.5
1631521738.289,0.03,0.5
1631521738.391,0.02,0.5
1631521738.493,0.01,0.5
1631521738.595,0.01,0.5
1631521738.697,0.03,0.5
1631521738.799,0.01,0.5
1631521738.901,0.0,0.5
1631521739.003,0.02,0.5
1631521739.105,0.03,0.5
1631521739.207,0.03,0.5
1631521739.309,0.01,0.5
1631521739.411,0.03,0.5
1631521739.513,0.02,0.5
1631521739.615,0.05,0.5
1631521739.717,0.02,0.5
1631521739.819,0.02,0.5
1631521739.921,0.02,0.5
1631521740.023,0.02,0.5
1631521740.125,0.02,0.5
1631521740.227,0.01,0.5
1631521740.329,0.07,0.5
1631521740.431,0.01,0.5
1631521740.533,0.04,0.5
1631521740.635,0.02,0.5
1631521740.737,0.02,0.5
1631521740.839,0.02,0.5
1631521740.941,0.03,0.5
1631521741.042,0.03,0.5
1631521741.144,0.03,0.5
1631521741.246,0.01,0.5
1631521741.348,0.05,0.5
1631521741.45,0.02,0.5
1631521741.552,0.03,0.5
1631521741.654,0.04,0.5
1631521741.756,0.02,0.5
1631521741.858,0.04,0.5
1631521741.96,0.02,0.5
1631521742.062,0.02,0.5
1631521742.164,0.05,0.5
1631521742.265,0.01,0.5
1631521742.366,0.01,0.5
1631521742.468,0.03,0.5
1631521742.569,0.01,0.6
1631521742.671,0.02,0.6
1631521742.773,0.02,0.6
1631521742.875,0.03,0.6
1631521742.977,0.03,0.6
1631521743.079,0.02,0.6
1631521743.181,0.02,0.6
1631521743.283,0.02,0.6
1631521743.385,0.03,0.6
1631521743.487,0.05,0.6
1631521743.589,0.0,0.6
1631521743.691,0.05,0.6
1631521743.793,0.04,0.6
1631521743.895,0.02,0.6
1631521743.997,0.0,0.6
1631521744.099,0.07,0.6
1631521744.201,0.04,0.6
1631521744.303,0.02,0.6
1631521744.405,0.04,0.6
1631521744.507,0.01,0.6
1631521744.609,0.02,0.6
1631521744.711,0.06,0.6
1631521744.813,0.07,0.6
1631521744.915,0.05,0.6
1631521745.017,0.04,0.6
1631521745.119,0.03,0.6
1631521745.221,0.01,0.6
1631521745.323,0.03,0.6
1631521745.425,0.03,0.6
1631521745.527,0.03,0.6
1631521745.629,0.04,0.6
1631521745.731,0.02,0.6
1631521745.833,0.02,0.6
1631521745.935,0.01,0.6
1631521746.036,0.03,0.6
1631521746.138,0.02,0.6
1631521746.24,0.02,0.6
1631521746.342,0.02,0.6
1631521746.444,0.04,0.6
1631521746.546,0.03,0.6
1631521746.648,0.05,0.6
1631521746.75,0.03,0.6
1631521746.851,0.05,0.6
1631521746.952,0.02,0.6
1631521747.054,0.03,0.6
1631521747.157,0.03,0.6
1631521747.259,0.03,0.6
1631521747.36,0.03,0.6
1631521747.461,0.02,0.6
1631521747.563,0.03,0.6
1631521747.665,0.01,0.6
1631521747.767,0.01,0.6
1631521747.869,0.03,0.6
1631521747.971,0.01,0.6
1631521748.073,0.03,0.6
1631521748.175,0.03,0.6
1631521748.277,0.02,0.6
1631521748.379,0.04,0.6
1631521748.481,0.02,0.6
1631521748.583,0.03,0.6
1631521748.685,0.04,0.6
1631521748.787,0.03,0.6
1631521748.889,0.01,0.6
1631521748.991,0.01,0.6
1631521749.093,0.01,0.6
1631521749.195,0.01,0.6
1631521749.297,0.05,0.6
1631521749.399,0.03,0.6
1631521749.501,0.02,0.6
1631521749.603,0.01,0.6
1631521749.705,0.01,0.6
1631521749.807,0.05,0.6
1631521749.909,0.07,0.6
1631521750.011,0.07,0.6
1631521750.113,0.03,0.6
1631521750.215,0.03,0.6
1631521750.317,0.04,0.6
1631521750.419,0.03,0.6
1631521750.521,0.03,0.6
1631521750.623,0.04,0.6
1631521750.725,0.03,0.6
1631521750.827,0.02,0.6
1631521750.929,0.04,0.6
1631521751.03,0.04,0.6
1631521751.132,0.03,0.6
1631521751.234,0.03,0.6
1631521751.336,0.04,0.6
1631521751.438,0.04,0.6
1631521751.54,0.03,0.6
1631521751.642,0.0,0.6
1631521751.743,0.01,0.6
1631521751.844,0.01,0.6
1631521751.946,0.01,0.6
1631521752.049,0.04,0.6
1631521752.15,0.03,0.6
1631521752.252,0.01,0.6
1631521752.354,0.04,0.6
1631521752.456,0.03,0.6
1631521752.558,0.02,0.6
1631521752.66,0.03,0.6
1631521752.763,0.02,0.6
1631521752.865,0.04,0.6
1631521752.967,0.03,0.6
1631521753.069,0.02,0.6
1631521753.171,0.05,0.6
1631521753.273,0.02,0.6
1631521753.375,0.01,0.6
1631521753.477,0.01,0.6
1631521753.579,0.06,0.6
1631521753.681,0.04,0.6
1631521753.783,0.07,0.6
1631521753.885,0.05,0.6
1631521753.987,0.09,0.6
1631521754.089,0.21,0.6
1631521754.191,0.29,0.6
1631521754.293,0.44,0.6
1631521754.395,0.62,0.6
1631521754.497,0.81,0.6
1631521754.599,0.93,0.6
1631521754.701,1.13,0.6
1631521754.803,1.32,0.6
1631521754.905,1.57,0.6
1631521755.007,1.78,0.6
1631521755.109,2.05,0.6
1631521755.211,2.25,0.6
1631521755.313,2.49,0.6
1631521755.415,2.64,0.6
1631521755.517,2.84,0.6
1631521755.619,3.1,0.6
1631521755.721,3.33,0.6
1631521755.823,3.57,0.6
1631521755.925,3.66,0.6
1631521756.026,3.9,0.6
1631521756.128,4.08,0.6
1631521756.23,4.34,0.6
1631521756.332,4.47,0.6
1631521756.434,4.57,0.6
1631521756.536,4.87,0.6
1631521756.638,5.18,0.6
1631521756.74,5.26,0.6
1631521756.842,5.49,0.6
1631521756.944,5.73,0.6
1631521757.046,6.07,0.6
1631521757.147,6.17,0.6
1631521757.248,6.34,0.6
1631521757.35,6.43,0.6
1631521757.452,6.47,0.6
1631521757.554,6.55,0.6
1631521757.656,6.45,0.6
1631521757.758,6.46,0.6
1631521757.86,6.57,0.6
1631521757.961,6.49,0.6
1631521758.062,6.46,0.6
1631521758.165,6.55,0.6
1631521758.267,6.42,0.6
1631521758.369,6.4,0.6
1631521758.471,6.32,0.6
1631521758.573,6.33,0.6
1631521758.675,6.34,0.6
1631521758.777,6.34,0.6
1631521758.879,6.41,0.5
1631521758.981,6.56,0.5
1631521759.083,6.92,0.5
1631521759.185,7.29,0.5
1631521759.287,7.44,0.5
1631521759.389,7.57,0.5
1631521759.491,7.82,0.5
1631521759.593,7.97,0.5
1631521759.695,8.19,0.5
1631521759.797,8.47,0.5
1631521759.899,8.65,0.5
1631521760.001,8.94,0.5
1631521760.103,9.21,0.5
1631521760.205,9.4,0.5
1631521760.307,9.68,0.5
1631521760.409,9.82,0.5
1631521760.511,9.92,0.5
1631521760.613,10.0,0.5
1631521760.715,9.98,0.5
1631521760.817,9.87,0.5
1631521760.919,9.87,0.5
1631521761.02,9.83,0.5
1631521761.122,9.82,0.5
1631521761.224,9.79,0.5
1631521761.326,9.86,0.5
1631521761.428,9.84,0.5
1631521761.53,9.93,0.5
1631521761.632,10.01,0.5
1631521761.734,10.09,0.5
1631521761.836,10.21,0.5
1631521761.938,10.34,0.5
1631521762.04,10.49,0.5
1631521762.142,10.65,0.5
1631521762.244,10.81,0.5
1631521762.346,11.0,0.5
1631521762.448,11.24,0.5
1631521762.55,11.38,0.5
1631521762.652,11.57,0.5
1631521762.754,11.79,0.5
1631521762.856,11.94,0.5
1631521762.958,12.15,0.5
1631521763.061,12.41,0.5
1631521763.163,12.64,0.5
1631521763.264,12.87,0.5
1631521763.367,13.1,0.5
1631521763.469,13.34,0.5
1631521763.571,13.53,0.5
1631521763.673,13.75,0.5
1631521763.775,14.0,0.5
1631521763.877,14.21,0.5
1631521763.979,14.4,0.5
1631521764.081,14.82,0.5
1631521764.183,15.03,0.5
1631521764.285,15.1,0.5
1631521764.387,15.1,0.5
1631521764.489,15.13,0.5
1631521764.591,15.14,0.5
1631521764.693,15.08,0.5
1631521764.795,15.06,0.5
1631521764.897,15.09,0.5
1631521764.999,15.06,0.5
1631521765.101,15.07,0.5
1631521765.203,15.03,0.5
1631521765.305,15.11,0.5
1631521765.407,15.06,0.5
1631521765.509,15.16,0.5
1631521765.611,15.24,0.5
1631521765.713,15.3,0.5
1631521765.815,15.42,0.5
1631521765.917,15.54,0.5
1631521766.018,15.62,0.5
1631521766.12,15.75,0.5
1631521766.222,15.84,0.5
1631521766.324,16.03,0.5
1631521766.426,16.12,0.5
1631521766.528,16.17,0.5
1631521766.63,16.35,0.5
1631521766.732,16.51,0.5
1631521766.834,16.61,0.5
1631521766.936,16.8,0.5
1631521767.038,16.98,0.5
1631521767.14,17.04,0.5
1631521767.242,17.16,0.5
1631521767.344,17.28,0.5
1631521767.446,17.43,0.5
1631521767.548,17.55,0.5
1631521767.65,17.7,0.5
1631521767.752,17.73,0.5
1631521767.854,17.75,0.5
1631521767.956,17.76,0.5
1631521768.058,17.8,0.5
1631521768.161,17.81,0.5
1631521768.262,17.82,0.5
1631521768.363,17.85,0.5
1631521768.465,17.85,0.5
1631521768.567,17.9,0.5
1631521768.669,17.87,0.5
1631521768.771,17.93,0.5
1631521768.873,17.98,0.5
1631521768.975,18.0,0.5
1631521769.077,18.1,0.5
1631521769.179,18.09,0.5
1631521769.281,18.13,0.5
1631521769.383,18.16,0.5
1631521769.485,18.18,0.5
1631521769.587,18.24,0.5
1631521769.689,18.23,0.5
1631521769.791,18.26,0.5
1631521769.893,18.24,0.5
1631521769.995,18.32,0.5
1631521770.097,18.28,0.5
1631521770.199,18.38,0.5
1631521770.301,18.41,0.5
1631521770.403,18.3,0.5
1631521770.505,18.43,0.5
1631521770.607,18.43,0.5
1631521770.709,18.4,0.5
1631521770.811,18.35,0.5
1631521770.913,18.41,0.5
1631521771.014,18.35,0.5
1631521771.116,18.37,0.5
1631521771.218,18.34,0.5
1631521771.32,18.35,0.5
1631521771.422,18.32,0.5
1631521771.524,18.42,0.5
1631521771.626,18.41,0.5
1631521771.728,18.37,0.5
1631521771.83,18.46,0.5
1631521771.932,18.47,0.5
1631521772.034,18.41,0.5
1631521772.136,18.48,0.6
1631521772.238,18.51,0.6
1631521772.34,18.54,0.6
1631521772.442,18.59,0.6
1631521772.544,18.54,0.6
1631521772.646,18.53,0.6
1631521772.748,18.49,0.6
1631521772.849,18.51,0.6
1631521772.951,18.44,0.6
1631521773.053,18.51,0.6
1631521773.155,18.67,0.6
1631521773.257,18.67,0.6
1631521773.359,18.62,0.6
1631521773.461,18.61,0.6
1631521773.563,18.65,0.6
1631521773.665,18.61,0.6
1631521773.767,18.7,0.6
1631521773.869,18.75,0.6
1631521773.971,18.73,0.6
1631521774.073,18.74,0.6
1631521774.175,18.71,0.6
1631521774.277,18.69,0.6
1631521774.379,18.7,0.6
1631521774.481,18.77,0.6
1631521774.583,18.77,0.6
1631521774.685,18.76,0.6
1631521774.787,18.67,0.6
1631521774.889,18.66,0.6
1631521774.991,18.83,0.6
1631521775.093,18.86,0.6
1631521775.195,18.76,0.6
1631521775.297,18.77,0.6
1631521775.399,18.71,0.6
1631521775.501,18.76,0.6
1631521775.603,18.76,0.6
1631521775.705,18.72,0.6
1631521775.807,18.77,0.6
1631521775.909,18.7,0.6
1631521776.01,18.69,0.6
1631521776.112,18.74,0.6
1631521776.214,18.63,0.6
1631521776.316,18.66,0.6
1631521776.418,18.69,0.6
1631521776.52,18.66,0.6
1631521776.622,18.61,0.6
1631521776.724,18.69,0.6
1631521776.826,18.71,0.6
1631521776.928,18.67,0.6
1631521777.03,18.66,0.6
1631521777.132,18.65,0.6
1631521777.234,18.66,0.6
1631521777.336,18.72,0.6
1631521777.438,18.75,0.6
1631521777.54,18.61,0.6
1631521777.642,18.76,0.6
1631521777.744,18.6,0.6
1631521777.845,18.61,0.6
1631521777.946,18.65,0.6
1631521778.049,18.62,0.6
1631521778.151,18.66,0.6
1631521778.253,18.59,0.6
1631521778.355,18.61,0.6
1631521778.457,18.63,0.6
1631521778.559,18.72,0.6
1631521778.661,18.66,0.6
1631521778.763,18.63,0.6
1631521778.865,18.63,0.6
1631521778.967,18.68,0.6
1631521779.069,18.66,0.6
1631521779.171,18.73,0.6
1631521779.273,18.7,0.6
1631521779.375,18.74,0.6
1631521779.477,18.76,0.6
1631521779.579,18.76,0.6
1631521779.681,18.82,0.6
1631521779.783,18.77,0.6
1631521779.885,18.82,0.6
1631521779.987,18.74,0.6
1631521780.089,18.86,0.6
1631521780.191,18.8,0.6
1631521780.293,18.84,0.6
1631521780.395,18.82,0.6
1631521780.497,18.83,0.6
1631521780.599,18.84,0.6
1631521780.701,18.8,0.6
1631521780.803,18.82,0.6
1631521780.905,18.91,0.6
1631521781.006,18.83,0.6
1631521781.108,18.82,0.6
1631521781.21,18.95,0.6
1631521781.312,18.84,0.6
1631521781.414,18.93,0.6
1631521781.516,18.8,0.6
1631521781.618,18.92,0.6
1631521781.72,18.89,0.6
1631521781.822,18.84,0.6
1631521781.924,18.9,0.6
1631521782.026,18.83,0.6
1631521782.128,18.88,0.6
1631521782.23,18.89,0.6
1631521782.332,18.78,0.6
1631521782.434,18.8,0.6
1631521782.536,18.8,0.6
1631521782.638,18.77,0.6
1631521782.74,18.85,0.6
1631521782.842,18.82,0.6
1631521782.945,18.82,0.6
1631521783.046,18.79,0.6
1631521783.147,18.81,0.6
1631521783.249,18.78,0.6
1631521783.351,18.81,0.6
1631521783.453,18.77,0.6
1631521783.555,18.74,0.6
1631521783.657,18.79,0.6
1631521783.759,18.74,0.6
1631521783.861,18.75,0.6
1631521783.963,18.76,0.6
1631521784.065,18.81,0.6
1631521784.167,18.74,0.6
1631521784.269,18.79,0.6
1631521784.371,18.78,0.6
1631521784.473,18.75,0.6
1631521784.575,18.81,0.6
1631521784.677,18.77,0.6
1631521784.779,18.77,0.6
1631521784.881,18.82,0.6
1631521784.983,18.84,0.6
1631521785.085,18.76,0.6
1631521785.187,18.78,0.6
1631521785.289,18.83,0.6
1631521785.391,18.83,0.6
1631521785.493,18.88,0.6
1631521785.595,18.88,0.6
1631521785.697,18.92,0.6
1631521785.799,19.0,0.6
1631521785.901,18.98,0.6
1631521786.002,18.96,0.6
1631521786.104,18.97,0.6
1631521786.206,19.03,0.6
1631521786.308,19.03,0.6
1631521786.41,18.99,0.6
1631521786.512,18.92,0.6
1631521786.614,19.01,0.6
1631521786.716,18.99,0.6
1631521786.818,19.04,0.6
1631521786.92,19.07,0.6
1631521787.022,19.01,0.6
1631521787.124,19.0,0.6
1631521787.227,19.04,0.6
1631521787.328,19.04,0.6
1631521787.43,19.1,0.6
